id,clues,almacen_id,mes,anio,presupuesto_id,proveedor_id,causes_autorizado,causes_modificado,causes_comprometido,causes_devengado,causes_disponible,insumos_autorizado,insumos_modificado,insumos_comprometido,insumos_devengado,insumos_disponible,no_causes_autorizado,no_causes_modificado,no_causes_comprometido,no_causes_devengado,no_causes_disponible,material_curacion_autorizado,material_curacion_modificado,material_curacion_comprometido,material_curacion_devengado,material_curacion_disponible,validation,created_at,updated_at,deleted_at
327,CSSSA017370,000125,10,2017,1,3,484676.07,204676.07,604253.50,0.00,-399577.43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,922041.11,442541.11,511887.47,0.00,-69346.36,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
328,CSSSA017382,000126,10,2017,1,3,466085.31,551281.21,974399.83,0.00,-423118.62,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,886674.29,1679441.43,338351.85,0.00,1341089.58,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
329,CSSSA017411,000129,10,2017,1,3,452968.25,312968.25,1456747.40,0.00,-1143779.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,861720.58,741720.58,228902.08,0.00,512818.50,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
330,CSSSA007540,000118,11,2017,1,1,642827.16,856018.32,856018.32,0.00,0.00,0.00,0.00,0.00,0.00,0.00,407781.04,400238.48,400238.48,0.00,0.00,617347.84,400238.48,4190270.02,0.00,0.00,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
331,CSSSA019954,000145,11,2017,1,1,1469319.22,2327329.23,2327057.53,3163.65,-2891.95,0.00,0.00,0.00,0.00,0.00,932070.95,0.00,0.00,0.00,0.00,1411080.77,2898.49,9099155.48,0.00,2898.49,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
332,CSSSA000832,00015,11,2017,1,1,245794.47,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,155921.11,0.00,0.00,0.00,0.00,236052.07,0.00,0.00,0.00,0.00,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
333,CSSSA000045,00011,11,2017,1,1,183664.90,537851.28,537851.28,0.00,0.00,0.00,0.00,0.00,0.00,0.00,116508.87,88992.28,88992.28,0.00,0.00,176385.10,88992.28,935731.83,0.00,0.00,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
334,CSSSAHICCOR,00017,11,2017,1,1,20203.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12815.98,0.00,0.00,0.00,0.00,19402.36,0.00,0.00,0.00,0.00,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
335,CSSSA009162,000120,11,2017,1,1,110198.94,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,69905.32,0.00,0.00,0.00,0.00,105831.06,0.00,0.00,0.00,0.00,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
336,CSSSAHIBERR,00014,11,2017,1,1,20203.14,96664.50,96664.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12815.98,4056.51,4056.51,0.00,0.00,19402.36,4056.51,65536.44,0.00,0.00,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
337,CSSSA018875,000141,11,2017,1,1,257130.86,1151312.15,1151312.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,163112.42,160155.29,160155.29,0.00,0.00,246939.13,160155.29,1301183.81,0.00,0.00,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
338,CSSSA017516,000131,11,2017,1,1,91832.45,461667.13,461667.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,58254.43,22592.00,22592.00,0.00,0.00,88192.55,22592.00,298644.55,0.00,0.00,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
339,CSSSA000412,00012,11,2017,1,1,64282.72,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,40778.10,0.00,0.00,0.00,0.00,61734.78,0.00,0.00,0.00,0.00,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
340,CSSSA017336,000121,11,2017,1,1,1068002.04,1750643.49,1750643.49,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2031752.42,0.00,640928.78,0.00,0.00,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
341,CSSSA017365,000124,11,2017,1,1,314182.86,1054460.07,1054460.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,597697.15,0.00,145540.82,0.00,0.00,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
342,CSSSA018776,000138,11,2017,1,2,826492.06,1132652.10,1197780.82,59.68,-65188.40,0.00,0.00,0.00,0.00,0.00,524289.91,812059.49,538610.61,0.00,273448.88,793732.93,1539442.20,4801312.79,0.00,1004581.59,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
343,CSSSA001030,00016,11,2017,1,2,734659.61,1797757.01,1797757.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,466035.47,1491433.86,1491433.86,0.00,0.00,705540.38,1491433.86,2513560.78,0.00,0.00,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
344,CSSSA018781,000139,11,2017,1,2,155900.81,91228.43,91228.43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,98896.56,30580.00,30580.00,0.00,0.00,149721.47,30580.00,5733.59,0.00,0.00,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
345,CSSSA003265,00019,11,2017,1,2,243302.60,732629.96,732629.96,0.00,0.00,0.00,0.00,0.00,0.00,0.00,154340.38,340060.21,340060.21,0.00,0.00,233658.97,340060.21,983457.91,0.00,0.00,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
346,CSSSA017504,000130,11,2017,1,2,64282.72,207294.57,207294.57,0.00,0.00,0.00,0.00,0.00,0.00,0.00,40778.10,127857.10,127857.10,0.00,0.00,61734.78,127857.10,215500.89,0.00,0.00,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
347,CSSSA006403,000115,11,2017,1,3,734659.61,1210157.41,1210157.41,0.00,0.00,0.00,0.00,0.00,0.00,0.00,466035.47,1284019.28,1284019.28,0.00,0.00,705540.38,1284019.28,2917192.20,0.00,0.00,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
348,CSSSA002611,00018,11,2017,1,3,183664.90,616427.22,616427.22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,116508.87,476734.95,476734.95,0.00,0.00,176385.10,476734.95,1126541.44,0.00,0.00,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
349,CSSSA007074,000117,11,2017,1,3,183664.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,116508.87,0.00,0.00,0.00,0.00,176385.10,0.00,0.00,0.00,0.00,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
350,CSSSA018740,000135,11,2017,1,3,128565.43,426706.66,426706.66,0.00,0.00,0.00,0.00,0.00,0.00,0.00,81556.21,89885.40,89885.40,0.00,0.00,123469.57,89885.40,583135.57,0.00,0.00,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
351,CSSSA000453,00013,11,2017,1,3,309204.30,706078.42,706078.42,0.00,0.00,0.00,0.00,0.00,0.00,0.00,196145.49,677251.23,677251.23,0.00,0.00,296948.57,677251.23,1147165.81,0.00,0.00,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
352,CSSSA017353,000123,11,2017,1,2,642265.59,2557987.94,2557987.94,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1221837.24,0.00,1042010.66,0.00,0.00,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
353,CSSSA017394,000127,11,2017,1,3,671987.07,2357842.56,2357842.56,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1278378.98,0.00,842157.44,0.00,0.00,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
354,CSSSA017406,000128,11,2017,1,3,170430.11,462670.64,462670.64,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,324223.90,0.00,137328.99,0.00,0.00,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
355,JURISMOTO10,000147,11,2017,1,2,260245.15,894630.33,894630.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,495086.80,0.00,305370.36,0.00,0.00,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
356,CSSSA005773,000114,11,2017,1,3,550994.71,474329.52,474329.52,0.00,0.00,0.00,0.00,0.00,0.00,0.00,349526.60,447093.96,447093.96,0.00,0.00,529155.29,447093.96,3263079.15,0.00,0.00,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
357,CSSSA018764,000137,11,2017,1,3,459162.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,291272.17,0.00,0.00,0.00,0.00,440962.74,0.00,0.00,0.00,0.00,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
358,CSSSA019481,000143,11,2017,1,3,260536.59,35009.43,35009.43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,165272.85,45005.31,45005.31,0.00,0.00,250209.87,45005.31,95079.84,0.00,0.00,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
359,CSSSA018752,000136,11,2017,1,3,55099.47,168448.09,168448.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,34952.66,14944.70,14944.70,0.00,0.00,52915.53,14944.70,289227.58,0.00,0.00,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
360,CSSSA017726,000133,11,2017,1,3,42092.46,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,26701.59,0.00,0.00,0.00,0.00,40424.07,0.00,0.00,0.00,0.00,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
361,CSSSA018793,000140,11,2017,1,3,25822.77,22532.49,22532.49,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16380.82,0.00,0.00,0.00,0.00,24799.25,0.00,0.00,0.00,0.00,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
362,CSSSA019476,000110,11,2017,1,3,20203.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12815.98,0.00,0.00,0.00,0.00,19402.36,0.00,0.00,0.00,0.00,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
363,CSSSAHIROSA,000113,11,2017,1,3,20203.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12815.98,0.00,0.00,0.00,0.00,19402.36,0.00,0.00,0.00,0.00,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
364,CSSSA019645,000144,11,2017,1,3,178140.54,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,113004.46,0.00,0.00,0.00,0.00,171079.70,0.00,0.00,0.00,0.00,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
365,CSSSA004945,000112,11,2017,1,3,183664.90,661272.19,661272.19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,116508.87,0.00,0.00,0.00,0.00,176385.10,0.00,1382103.89,0.00,0.00,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
366,CSSSAHGREFO,000146,11,2017,1,3,183664.90,1130709.94,1130709.94,0.00,0.00,0.00,0.00,0.00,0.00,0.00,116508.87,3446.55,3446.55,0.00,0.00,176385.10,3446.55,343015.25,0.00,0.00,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
367,CSSSA019242,000142,11,2017,1,3,35855.61,148713.74,148713.74,0.00,0.00,0.00,0.00,0.00,0.00,0.00,22745.21,10226.80,10226.80,0.00,0.00,34434.42,10226.80,148072.24,0.00,0.00,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
368,CSSSA017521,000132,11,2017,1,3,35855.61,196536.84,196536.84,0.00,0.00,0.00,0.00,0.00,0.00,0.00,22745.21,59505.60,59505.60,0.00,0.00,34434.42,59505.60,52056.18,0.00,0.00,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
369,CSSSA004595,000111,11,2017,1,3,275497.35,462632.46,462632.46,0.00,0.00,0.00,0.00,0.00,0.00,0.00,174763.30,341933.14,341933.14,0.00,0.00,264577.64,341933.14,2042694.24,0.00,0.00,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
370,CSSSA008264,000119,11,2017,1,3,184900.85,223340.70,223340.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,117292.90,7264.70,7264.70,0.00,0.00,177572.05,7264.70,1242970.46,0.00,0.00,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
371,CSSSA006934,000116,11,2017,1,3,64282.72,167468.50,167468.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,40778.10,40935.50,40935.50,0.00,0.00,61734.78,40935.50,306370.22,0.00,0.00,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
372,CSSSA017731,000134,11,2017,1,3,64282.72,200864.83,200864.83,0.00,0.00,0.00,0.00,0.00,0.00,0.00,40778.10,28051.80,28051.80,0.00,0.00,61734.78,28051.80,331301.52,0.00,0.00,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
373,CSSSA017341,000122,11,2017,1,3,833825.73,1749535.05,1749535.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1586258.62,0.00,974405.90,0.00,0.00,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
374,CSSSA017370,000125,11,2017,1,3,484676.07,901197.64,901197.64,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,922041.11,0.00,898802.20,0.00,0.00,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
375,CSSSA017382,000126,11,2017,1,3,466085.31,711942.82,711942.82,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,886674.29,0.00,288041.76,0.00,0.00,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
376,CSSSA017411,000129,11,2017,1,3,452968.25,1879831.20,1879831.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,861720.58,0.00,319541.02,0.00,0.00,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
377,CSSSA007540,000118,12,2017,1,1,642827.16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,407781.04,0.00,0.00,0.00,0.00,617347.84,0.00,0.00,0.00,0.00,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
378,CSSSA019954,000145,12,2017,1,1,1469319.22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,932070.95,0.00,0.00,0.00,0.00,1411080.77,0.00,0.00,0.00,0.00,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
379,CSSSA000832,00015,12,2017,1,1,245794.47,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,155921.11,0.00,0.00,0.00,0.00,236052.07,0.00,0.00,0.00,0.00,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
380,CSSSA000045,00011,12,2017,1,1,183664.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,116508.87,0.00,0.00,0.00,0.00,176385.10,0.00,0.00,0.00,0.00,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
381,CSSSAHICCOR,00017,12,2017,1,1,20203.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12815.98,0.00,0.00,0.00,0.00,19402.36,0.00,0.00,0.00,0.00,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
382,CSSSA009162,000120,12,2017,1,1,110198.94,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,69905.32,0.00,0.00,0.00,0.00,105831.06,0.00,0.00,0.00,0.00,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
383,CSSSAHIBERR,00014,12,2017,1,1,20203.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12815.98,0.00,0.00,0.00,0.00,19402.36,0.00,0.00,0.00,0.00,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
384,CSSSA018875,000141,12,2017,1,1,257130.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,163112.42,0.00,0.00,0.00,0.00,246939.13,0.00,0.00,0.00,0.00,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
385,CSSSA017516,000131,12,2017,1,1,91832.45,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,58254.43,0.00,0.00,0.00,0.00,88192.55,0.00,0.00,0.00,0.00,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
386,CSSSA000412,00012,12,2017,1,1,64282.72,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,40778.10,0.00,0.00,0.00,0.00,61734.78,0.00,0.00,0.00,0.00,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
387,CSSSA017336,000121,12,2017,1,1,1068002.04,145376.41,0.00,0.00,145376.41,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2031752.42,0.00,0.00,0.00,0.00,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
388,CSSSA017365,000124,12,2017,1,1,314182.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,597697.15,0.00,0.00,0.00,0.00,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
389,CSSSA018776,000138,12,2017,1,2,826492.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,524289.91,0.00,0.00,0.00,0.00,793732.93,0.00,0.00,0.00,0.00,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
390,CSSSA001030,00016,12,2017,1,2,734659.61,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,466035.47,0.00,0.00,0.00,0.00,705540.38,0.00,0.00,0.00,0.00,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
391,CSSSA018781,000139,12,2017,1,2,155900.81,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,98896.56,0.00,0.00,0.00,0.00,149721.47,0.00,0.00,0.00,0.00,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
392,CSSSA003265,00019,12,2017,1,2,243302.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,154340.38,0.00,0.00,0.00,0.00,233658.97,0.00,0.00,0.00,0.00,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
393,CSSSA017504,000130,12,2017,1,2,64282.72,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,40778.10,0.00,0.00,0.00,0.00,61734.78,0.00,0.00,0.00,0.00,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
394,CSSSA006403,000115,12,2017,1,3,734659.61,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,466035.47,0.00,0.00,0.00,0.00,705540.38,0.00,0.00,0.00,0.00,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
395,CSSSA002611,00018,12,2017,1,3,183664.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,116508.87,0.00,0.00,0.00,0.00,176385.10,0.00,0.00,0.00,0.00,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
396,CSSSA007074,000117,12,2017,1,3,183664.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,116508.87,0.00,0.00,0.00,0.00,176385.10,0.00,0.00,0.00,0.00,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
397,CSSSA018740,000135,12,2017,1,3,128565.43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,81556.21,0.00,0.00,0.00,0.00,123469.57,0.00,0.00,0.00,0.00,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
398,CSSSA000453,00013,12,2017,1,3,309204.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,196145.49,0.00,0.00,0.00,0.00,296948.57,0.00,0.00,0.00,0.00,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
399,CSSSA017353,000123,12,2017,1,2,642265.59,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1221837.24,0.00,0.00,0.00,0.00,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
400,CSSSA017394,000127,12,2017,1,3,671987.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1278378.98,0.00,0.00,0.00,0.00,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
401,CSSSA017406,000128,12,2017,1,3,170430.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,324223.90,0.00,0.00,0.00,0.00,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
402,JURISMOTO10,000147,12,2017,1,2,260245.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,495086.80,0.00,0.00,0.00,0.00,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
403,CSSSA005773,000114,12,2017,1,3,550994.71,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,349526.60,0.00,0.00,0.00,0.00,529155.29,0.00,0.00,0.00,0.00,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
404,CSSSA018764,000137,12,2017,1,3,459162.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,291272.17,0.00,0.00,0.00,0.00,440962.74,0.00,0.00,0.00,0.00,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
405,CSSSA019481,000143,12,2017,1,3,260536.59,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,165272.85,0.00,0.00,0.00,0.00,250209.87,0.00,0.00,0.00,0.00,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
406,CSSSA018752,000136,12,2017,1,3,55099.47,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,34952.66,0.00,0.00,0.00,0.00,52915.53,0.00,0.00,0.00,0.00,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
407,CSSSA017726,000133,12,2017,1,3,42092.46,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,26701.59,0.00,0.00,0.00,0.00,40424.07,0.00,0.00,0.00,0.00,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
408,CSSSA018793,000140,12,2017,1,3,25822.77,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16380.82,0.00,0.00,0.00,0.00,24799.25,0.00,0.00,0.00,0.00,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
409,CSSSA019476,000110,12,2017,1,3,20203.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12815.98,0.00,0.00,0.00,0.00,19402.36,0.00,0.00,0.00,0.00,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
410,CSSSAHIROSA,000113,12,2017,1,3,20203.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12815.98,0.00,0.00,0.00,0.00,19402.36,0.00,0.00,0.00,0.00,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
411,CSSSA019645,000144,12,2017,1,3,178140.54,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,113004.46,0.00,0.00,0.00,0.00,171079.70,0.00,0.00,0.00,0.00,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
412,CSSSA004945,000112,12,2017,1,3,183664.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,116508.87,0.00,0.00,0.00,0.00,176385.10,0.00,0.00,0.00,0.00,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
413,CSSSAHGREFO,000146,12,2017,1,3,183664.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,116508.87,0.00,0.00,0.00,0.00,176385.10,0.00,0.00,0.00,0.00,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
414,CSSSA019242,000142,12,2017,1,3,35855.61,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,22745.21,0.00,0.00,0.00,0.00,34434.42,0.00,0.00,0.00,0.00,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
415,CSSSA017521,000132,12,2017,1,3,35855.61,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,22745.21,0.00,0.00,0.00,0.00,34434.42,0.00,0.00,0.00,0.00,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
416,CSSSA004595,000111,12,2017,1,3,275497.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,174763.30,0.00,0.00,0.00,0.00,264577.64,0.00,0.00,0.00,0.00,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
417,CSSSA008264,000119,12,2017,1,3,184900.85,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,117292.90,0.00,0.00,0.00,0.00,177572.05,0.00,0.00,0.00,0.00,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
418,CSSSA006934,000116,12,2017,1,3,64282.72,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,40778.10,0.00,0.00,0.00,0.00,61734.78,0.00,0.00,0.00,0.00,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
419,CSSSA017731,000134,12,2017,1,3,64282.72,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,40778.10,0.00,0.00,0.00,0.00,61734.78,0.00,0.00,0.00,0.00,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
420,CSSSA017341,000122,12,2017,1,3,833825.73,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1586258.62,0.00,0.00,0.00,0.00,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
421,CSSSA017370,000125,12,2017,1,3,484676.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,922041.11,0.00,0.00,0.00,0.00,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
422,CSSSA017382,000126,12,2017,1,3,466085.31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,886674.29,0.00,0.00,0.00,0.00,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
