id,clues,mes,anio,presupuesto_id,proveedor_id,causes_autorizado,causes_modificado,causes_comprometido,causes_devengado,causes_disponible,no_causes_autorizado,no_causes_modificado,no_causes_comprometido,no_causes_devengado,no_causes_disponible,material_curacion_autorizado,material_curacion_modificado,material_curacion_comprometido,material_curacion_devengado,material_curacion_disponible
331,CSSSA019954,11,2017,1,1,1469319.224,1469319.224,0,0,1469319.224,932070.9454,932070.9454,0,0,932070.9454,1411080.767,1411080.767,0,0,1411080.767
332,CSSSA000832,11,2017,1,1,245794.4653,245794.4653,0,0,245794.4653,155921.1067,155921.1067,0,0,155921.1067,236052.0688,236052.0688,0,0,236052.0688
333,CSSSA000045,11,2017,1,1,183664.903,183664.903,0,0,183664.903,116508.8682,116508.8682,0,0,116508.8682,176385.0959,176385.0959,0,0,176385.0959
334,CSSSA001626,11,2017,1,1,20203.13934,20203.13934,0,0,20203.13934,12815.9755,12815.9755,0,0,12815.9755,19402.36055,19402.36055,0,0,19402.36055
335,CSSSA009162,11,2017,1,1,110198.9418,110198.9418,0,0,110198.9418,69905.3209,69905.3209,0,0,69905.3209,105831.0575,105831.0575,0,0,105831.0575
336,CSSSA000651,11,2017,1,1,20203.13934,20203.13934,0,0,20203.13934,12815.9755,12815.9755,0,0,12815.9755,19402.36055,19402.36055,0,0,19402.36055
337,CSSSA018875,11,2017,1,1,257130.8643,257130.8643,0,0,257130.8643,163112.4154,163112.4154,0,0,163112.4154,246939.1342,246939.1342,0,0,246939.1342
338,CSSSA017516,11,2017,1,1,91832.45152,91832.45152,0,0,91832.45152,58254.43409,58254.43409,0,0,58254.43409,88192.54793,88192.54793,0,0,88192.54793
339,CSSSA000412,11,2017,1,1,64282.71607,64282.71607,0,0,64282.71607,40778.10386,40778.10386,0,0,40778.10386,61734.78355,61734.78355,0,0,61734.78355
340,CSSSA017336,11,2017,1,1,1068002.04,1068002.04,0,0,1068002.04,0,0,0,0,0,2031752.42,2031752.42,0,0,2031752.42
341,CSSSA017365,11,2017,1,1,314182.86,314182.86,0,0,314182.86,0,0,0,0,0,597697.15,597697.15,0,0,597697.15
342,CSSSA018776,11,2017,1,2,826492.0637,826492.0637,0,0,826492.0637,524289.9068,524289.9068,0,0,524289.9068,793732.9314,793732.9314,0,0,793732.9314
343,CSSSA001030,11,2017,1,2,734659.6122,734659.6122,0,0,734659.6122,466035.4727,466035.4727,0,0,466035.4727,705540.3835,705540.3835,0,0,705540.3835
344,CSSSA018781,11,2017,1,2,155900.8113,155900.8113,0,0,155900.8113,98896.55983,98896.55983,0,0,98896.55983,149721.4715,149721.4715,0,0,149721.4715
345,CSSSA003265,11,2017,1,2,243302.6012,243302.6012,0,0,243302.6012,154340.3787,154340.3787,0,0,154340.3787,233658.9731,233658.9731,0,0,233658.9731
346,CSSSA017504,11,2017,1,2,64282.71607,64282.71607,0,0,64282.71607,40778.10386,40778.10386,0,0,40778.10386,61734.78355,61734.78355,0,0,61734.78355
347,CSSSA006403,11,2017,1,2,734659.6122,734659.6122,0,0,734659.6122,466035.4727,466035.4727,0,0,466035.4727,705540.3835,705540.3835,0,0,705540.3835
348,CSSSA002611,11,2017,1,2,183664.903,183664.903,0,0,183664.903,116508.8682,116508.8682,0,0,116508.8682,176385.0959,176385.0959,0,0,176385.0959
349,CSSSA007074,11,2017,1,2,183664.903,183664.903,0,0,183664.903,116508.8682,116508.8682,0,0,116508.8682,176385.0959,176385.0959,0,0,176385.0959
350,CSSSA018740,11,2017,1,2,128565.4321,128565.4321,0,0,128565.4321,81556.20772,81556.20772,0,0,81556.20772,123469.5671,123469.5671,0,0,123469.5671
351,CSSSA000453,11,2017,1,2,309204.2988,309204.2988,0,0,309204.2988,196145.4926,196145.4926,0,0,196145.4926,296948.5676,296948.5676,0,0,296948.5676
352,CSSSA017353,11,2017,1,2,642265.59,642265.59,0,0,642265.59,0,0,0,0,0,1221837.24,1221837.24,0,0,1221837.24
353,CSSSA017394,11,2017,1,2,671987.07,671987.07,0,0,671987.07,0,0,0,0,0,1278378.98,1278378.98,0,0,1278378.98
354,CSSSA017406,11,2017,1,2,170430.11,170430.11,0,0,170430.11,0,0,0,0,0,324223.9,324223.9,0,0,324223.9
355,JURISMOTO10,11,2017,1,2,260245.15,260245.15,0,0,260245.15,0,0,0,0,0,495086.8,495086.8,0,0,495086.8
356,CSSSA005773,11,2017,1,3,550994.7091,550994.7091,0,0,550994.7091,349526.6045,349526.6045,0,0,349526.6045,529155.2876,529155.2876,0,0,529155.2876
357,CSSSA018764,11,2017,1,3,459162.2576,459162.2576,0,0,459162.2576,291272.1704,291272.1704,0,0,291272.1704,440962.7397,440962.7397,0,0,440962.7397
358,CSSSA019481,11,2017,1,3,260536.5871,260536.5871,0,0,260536.5871,165272.8549,165272.8549,0,0,165272.8549,250209.8666,250209.8666,0,0,250209.8666
359,CSSSA018752,11,2017,1,3,55099.47091,55099.47091,0,0,55099.47091,34952.66045,34952.66045,0,0,34952.66045,52915.52876,52915.52876,0,0,52915.52876
360,CSSSA017726,11,2017,1,3,42092.4612,42092.4612,0,0,42092.4612,26701.5904,26701.5904,0,0,26701.5904,40424.06949,40424.06949,0,0,40424.06949
361,CSSSA018793,11,2017,1,3,25822.77011,25822.77011,0,0,25822.77011,16380.82,16380.82,0,0,16380.82,24799.24964,24799.24964,0,0,24799.24964
362,CSSSA004496,11,2017,1,3,20203.13934,20203.13934,0,0,20203.13934,12815.9755,12815.9755,0,0,12815.9755,19402.36055,19402.36055,0,0,19402.36055
363,CSSSA005510,11,2017,1,3,20203.13934,20203.13934,0,0,20203.13934,12815.9755,12815.9755,0,0,12815.9755,19402.36055,19402.36055,0,0,19402.36055
364,CSSSA019645,11,2017,1,3,178140.5421,178140.5421,0,0,178140.5421,113004.4586,113004.4586,0,0,113004.4586,171079.7004,171079.7004,0,0,171079.7004
365,CSSSA004945,11,2017,1,3,183664.903,183664.903,0,0,183664.903,116508.8682,116508.8682,0,0,116508.8682,176385.0959,176385.0959,0,0,176385.0959
366,CSSSAHGREFO,11,2017,1,3,183664.903,183664.903,0,0,183664.903,116508.8682,116508.8682,0,0,116508.8682,176385.0959,176385.0959,0,0,176385.0959
367,CSSSA019242,11,2017,1,3,35855.60904,35855.60904,0,0,35855.60904,22745.20802,22745.20802,0,0,22745.20802,34434.42341,34434.42341,0,0,34434.42341
368,CSSSA017521,11,2017,1,3,35855.60904,35855.60904,0,0,35855.60904,22745.20802,22745.20802,0,0,22745.20802,34434.42341,34434.42341,0,0,34434.42341
369,CSSSA004595,11,2017,1,3,275497.3546,275497.3546,0,0,275497.3546,174763.3023,174763.3023,0,0,174763.3023,264577.6438,264577.6438,0,0,264577.6438
370,CSSSA008264,11,2017,1,3,184900.8473,184900.8473,0,0,184900.8473,117292.8964,117292.8964,0,0,117292.8964,177572.0518,177572.0518,0,0,177572.0518
371,CSSSA006934,11,2017,1,3,64282.71607,64282.71607,0,0,64282.71607,40778.10386,40778.10386,0,0,40778.10386,61734.78355,61734.78355,0,0,61734.78355
372,CSSSA017731,11,2017,1,3,64282.71607,64282.71607,0,0,64282.71607,40778.10386,40778.10386,0,0,40778.10386,61734.78355,61734.78355,0,0,61734.78355
373,CSSSA017341,11,2017,1,3,833825.73,833825.73,0,0,833825.73,0,0,0,0,0,1586258.62,1586258.62,0,0,1586258.62
374,CSSSA017370,11,2017,1,3,484676.07,484676.07,0,0,484676.07,0,0,0,0,0,922041.11,922041.11,0,0,922041.11
375,CSSSA017382,11,2017,1,3,466085.31,466085.31,0,0,466085.31,0,0,0,0,0,886674.29,886674.29,0,0,886674.29
376,CSSSA017411,11,2017,1,3,452968.25,452968.25,0,0,452968.25,0,0,0,0,0,861720.58,861720.58,0,0,861720.58
377,CSSSA007540,12,2017,1,1,642827.1607,642827.1607,0,0,642827.1607,407781.0386,407781.0386,0,0,407781.0386,617347.8355,617347.8355,0,0,617347.8355
378,CSSSA019954,12,2017,1,1,1469319.224,1469319.224,0,0,1469319.224,932070.9454,932070.9454,0,0,932070.9454,1411080.767,1411080.767,0,0,1411080.767
379,CSSSA000832,12,2017,1,1,245794.4653,245794.4653,0,0,245794.4653,155921.1067,155921.1067,0,0,155921.1067,236052.0688,236052.0688,0,0,236052.0688
380,CSSSA000045,12,2017,1,1,183664.903,183664.903,0,0,183664.903,116508.8682,116508.8682,0,0,116508.8682,176385.0959,176385.0959,0,0,176385.0959
381,CSSSA001626,12,2017,1,1,20203.13934,20203.13934,0,0,20203.13934,12815.9755,12815.9755,0,0,12815.9755,19402.36055,19402.36055,0,0,19402.36055
382,CSSSA009162,12,2017,1,1,110198.9418,110198.9418,0,0,110198.9418,69905.3209,69905.3209,0,0,69905.3209,105831.0575,105831.0575,0,0,105831.0575
383,CSSSA000651,12,2017,1,1,20203.13934,20203.13934,0,0,20203.13934,12815.9755,12815.9755,0,0,12815.9755,19402.36055,19402.36055,0,0,19402.36055
384,CSSSA018875,12,2017,1,1,257130.8643,257130.8643,0,0,257130.8643,163112.4154,163112.4154,0,0,163112.4154,246939.1342,246939.1342,0,0,246939.1342
385,CSSSA017516,12,2017,1,1,91832.45152,91832.45152,0,0,91832.45152,58254.43409,58254.43409,0,0,58254.43409,88192.54793,88192.54793,0,0,88192.54793
386,CSSSA000412,12,2017,1,1,64282.71607,64282.71607,0,0,64282.71607,40778.10386,40778.10386,0,0,40778.10386,61734.78355,61734.78355,0,0,61734.78355
387,CSSSA017336,12,2017,1,1,1068002.04,1068002.04,0,0,1068002.04,0,0,0,0,0,2031752.42,2031752.42,0,0,2031752.42
388,CSSSA017365,12,2017,1,1,314182.86,314182.86,0,0,314182.86,0,0,0,0,0,597697.15,597697.15,0,0,597697.15
389,CSSSA018776,12,2017,1,2,826492.0637,826492.0637,0,0,826492.0637,524289.9068,524289.9068,0,0,524289.9068,793732.9314,793732.9314,0,0,793732.9314
390,CSSSA001030,12,2017,1,2,734659.6122,734659.6122,0,0,734659.6122,466035.4727,466035.4727,0,0,466035.4727,705540.3835,705540.3835,0,0,705540.3835
391,CSSSA018781,12,2017,1,2,155900.8113,155900.8113,0,0,155900.8113,98896.55983,98896.55983,0,0,98896.55983,149721.4715,149721.4715,0,0,149721.4715
392,CSSSA003265,12,2017,1,2,243302.6012,243302.6012,0,0,243302.6012,154340.3787,154340.3787,0,0,154340.3787,233658.9731,233658.9731,0,0,233658.9731
393,CSSSA017504,12,2017,1,2,64282.71607,64282.71607,0,0,64282.71607,40778.10386,40778.10386,0,0,40778.10386,61734.78355,61734.78355,0,0,61734.78355
394,CSSSA006403,12,2017,1,2,734659.6122,734659.6122,0,0,734659.6122,466035.4727,466035.4727,0,0,466035.4727,705540.3835,705540.3835,0,0,705540.3835
395,CSSSA002611,12,2017,1,2,183664.903,183664.903,0,0,183664.903,116508.8682,116508.8682,0,0,116508.8682,176385.0959,176385.0959,0,0,176385.0959
396,CSSSA007074,12,2017,1,2,183664.903,183664.903,0,0,183664.903,116508.8682,116508.8682,0,0,116508.8682,176385.0959,176385.0959,0,0,176385.0959
397,CSSSA018740,12,2017,1,2,128565.4321,128565.4321,0,0,128565.4321,81556.20772,81556.20772,0,0,81556.20772,123469.5671,123469.5671,0,0,123469.5671
398,CSSSA000453,12,2017,1,2,309204.2988,309204.2988,0,0,309204.2988,196145.4926,196145.4926,0,0,196145.4926,296948.5676,296948.5676,0,0,296948.5676
399,CSSSA017353,12,2017,1,2,642265.59,642265.59,0,0,642265.59,0,0,0,0,0,1221837.24,1221837.24,0,0,1221837.24
400,CSSSA017394,12,2017,1,2,671987.07,671987.07,0,0,671987.07,0,0,0,0,0,1278378.98,1278378.98,0,0,1278378.98
401,CSSSA017406,12,2017,1,2,170430.11,170430.11,0,0,170430.11,0,0,0,0,0,324223.9,324223.9,0,0,324223.9
402,JURISMOTO10,12,2017,1,2,260245.15,260245.15,0,0,260245.15,0,0,0,0,0,495086.8,495086.8,0,0,495086.8
403,CSSSA005773,12,2017,1,3,550994.7091,550994.7091,0,0,550994.7091,349526.6045,349526.6045,0,0,349526.6045,529155.2876,529155.2876,0,0,529155.2876
404,CSSSA018764,12,2017,1,3,459162.2576,459162.2576,0,0,459162.2576,291272.1704,291272.1704,0,0,291272.1704,440962.7397,440962.7397,0,0,440962.7397
405,CSSSA019481,12,2017,1,3,260536.5871,260536.5871,0,0,260536.5871,165272.8549,165272.8549,0,0,165272.8549,250209.8666,250209.8666,0,0,250209.8666
406,CSSSA018752,12,2017,1,3,55099.47091,55099.47091,0,0,55099.47091,34952.66045,34952.66045,0,0,34952.66045,52915.52876,52915.52876,0,0,52915.52876
407,CSSSA017726,12,2017,1,3,42092.4612,42092.4612,0,0,42092.4612,26701.5904,26701.5904,0,0,26701.5904,40424.06949,40424.06949,0,0,40424.06949
408,CSSSA018793,12,2017,1,3,25822.77011,25822.77011,0,0,25822.77011,16380.82,16380.82,0,0,16380.82,24799.24964,24799.24964,0,0,24799.24964
409,CSSSA004496,12,2017,1,3,20203.13934,20203.13934,0,0,20203.13934,12815.9755,12815.9755,0,0,12815.9755,19402.36055,19402.36055,0,0,19402.36055
410,CSSSA005510,12,2017,1,3,20203.13934,20203.13934,0,0,20203.13934,12815.9755,12815.9755,0,0,12815.9755,19402.36055,19402.36055,0,0,19402.36055
411,CSSSA019645,12,2017,1,3,178140.5421,178140.5421,0,0,178140.5421,113004.4586,113004.4586,0,0,113004.4586,171079.7004,171079.7004,0,0,171079.7004
412,CSSSA004945,12,2017,1,3,183664.903,183664.903,0,0,183664.903,116508.8682,116508.8682,0,0,116508.8682,176385.0959,176385.0959,0,0,176385.0959
413,CSSSAHGREFO,12,2017,1,3,183664.903,183664.903,0,0,183664.903,116508.8682,116508.8682,0,0,116508.8682,176385.0959,176385.0959,0,0,176385.0959
414,CSSSA019242,12,2017,1,3,35855.60904,35855.60904,0,0,35855.60904,22745.20802,22745.20802,0,0,22745.20802,34434.42341,34434.42341,0,0,34434.42341
415,CSSSA017521,12,2017,1,3,35855.60904,35855.60904,0,0,35855.60904,22745.20802,22745.20802,0,0,22745.20802,34434.42341,34434.42341,0,0,34434.42341
416,CSSSA004595,12,2017,1,3,275497.3546,275497.3546,0,0,275497.3546,174763.3023,174763.3023,0,0,174763.3023,264577.6438,264577.6438,0,0,264577.6438
417,CSSSA008264,12,2017,1,3,184900.8473,184900.8473,0,0,184900.8473,117292.8964,117292.8964,0,0,117292.8964,177572.0518,177572.0518,0,0,177572.0518
418,CSSSA006934,12,2017,1,3,64282.71607,64282.71607,0,0,64282.71607,40778.10386,40778.10386,0,0,40778.10386,61734.78355,61734.78355,0,0,61734.78355
419,CSSSA017731,12,2017,1,3,64282.71607,64282.71607,0,0,64282.71607,40778.10386,40778.10386,0,0,40778.10386,61734.78355,61734.78355,0,0,61734.78355
420,CSSSA017341,12,2017,1,3,833825.73,833825.73,0,0,833825.73,0,0,0,0,0,1586258.62,1586258.62,0,0,1586258.62
421,CSSSA017370,12,2017,1,3,484676.07,484676.07,0,0,484676.07,0,0,0,0,0,922041.11,922041.11,0,0,922041.11
422,CSSSA017382,12,2017,1,3,466085.31,466085.31,0,0,466085.31,0,0,0,0,0,886674.29,886674.29,0,0,886674.29
423,CSSSA017411,12,2017,1,3,452968.25,452968.25,0,0,452968.25,0,0,0,0,0,861720.58,861720.58,0,0,861720.58
